hr,atemp,workingday,season_summer,mnth,hum,season_winter,weathersit_light rain
23,0.6667,1,1,8,0.84,0,0
0,0.6667,1,1,8,0.84,0,0
1,0.6364,1,1,8,0.89,0,0
2,0.6364,1,1,8,0.83,0,0
3,0.5909,1,1,8,0.89,0,0
4,0.6061,1,1,8,0.83,0,0
5,0.6061,1,1,8,0.83,0,0
6,0.5909,1,1,8,0.89,0,0
7,0.6061,1,1,8,0.83,0,0
8,0.6212,1,1,8,0.85,0,0
9,0.6667,1,1,8,0.79,0,0
10,0.6818,1,1,8,0.62,0,0
11,0.7273,1,1,8,0.55,0,0
12,0.7424,1,1,8,0.49,0,0
13,0.7424,1,1,8,0.43,0,0
14,0.7424,1,1,8,0.38,0,0
15,0.7273,1,1,8,0.34,0,0
16,0.7121,1,1,8,0.33,0,0
17,0.697,1,1,8,0.35,0,0
18,0.697,1,1,8,0.4,0,0
19,0.6667,1,1,8,0.45,0,0
20,0.6667,1,1,8,0.48,0,0
21,0.6667,1,1,8,0.48,0,0
22,0.6515,1,1,8,0.54,0,0
23,0.6364,1,1,8,0.57,0,0
0,0.6212,1,1,8,0.69,0,0
1,0.6061,1,1,8,0.69,0,0
2,0.5909,1,1,8,0.73,0,0
3,0.5909,1,1,8,0.73,0,0
4,0.5909,1,1,8,0.73,0,0
5,0.5909,1,1,8,0.73,0,0
6,0.5909,1,1,8,0.73,0,0
7,0.6061,1,1,8,0.65,0,0
8,0.6212,1,1,8,0.61,0,0
9,0.6515,1,1,8,0.51,0,0
10,0.6667,1,1,8,0.48,0,0
11,0.6515,1,1,8,0.45,0,0
12,0.6818,1,1,8,0.4,0,0
13,0.6667,1,1,8,0.42,0,0
14,0.6818,1,1,8,0.4,0,0
15,0.6818,1,1,8,0.4,0,0
16,0.6667,1,1,8,0.37,0,0
17,0.6818,1,1,8,0.35,0,0
18,0.6667,1,1,8,0.42,0,0
19,0.6515,1,1,8,0.54,0,0
20,0.6364,1,1,8,0.57,0,0
21,0.6212,1,1,8,0.54,0,0
22,0.6212,1,1,8,0.54,0,0
23,0.6212,1,1,8,0.57,0,0
0,0.6061,1,1,8,0.69,0,0
1,0.6061,1,1,8,0.65,0,0
2,0.5909,1,1,8,0.73,0,0
3,0.5909,1,1,8,0.73,0,0
4,0.5909,1,1,8,0.73,0,0
5,0.5909,1,1,8,0.73,0,0
6,0.5606,1,1,8,0.83,0,0
7,0.6061,1,1,8,0.73,0,0
8,0.6212,1,1,8,0.65,0,0
9,0.6515,1,1,8,0.58,0,0
10,0.6667,1,1,8,0.54,0,0
11,0.6818,1,1,8,0.4,0,0
12,0.6818,1,1,8,0.45,0,0
13,0.6818,1,1,8,0.48,0,0
14,0.6818,1,1,8,0.48,0,0
15,0.7273,1,1,8,0.46,0,0
16,0.7273,1,1,8,0.43,0,0
17,0.7273,1,1,8,0.34,0,0
18,0.7121,1,1,8,0.38,0,0
19,0.6818,1,1,8,0.48,0,0
20,0.6818,1,1,8,0.58,0,0
21,0.6818,1,1,8,0.66,0,0
22,0.6515,1,1,8,0.7,0,0
23,0.6667,1,1,8,0.74,0,0
0,0.6364,1,1,8,0.83,0,0
1,0.6364,1,1,8,0.83,0,0
2,0.5909,1,1,8,0.89,0,0
3,0.5909,1,1,8,0.89,0,0
4,0.5758,1,1,8,0.89,0,0
5,0.5758,1,1,8,0.89,0,0
6,0.5758,1,1,8,0.89,0,0
7,0.5758,1,1,8,0.89,0,0
8,0.6667,1,1,8,0.74,0,0
9,0.697,1,1,8,0.7,0,0
10,0.7121,1,1,8,0.62,0,0
11,0.7424,1,1,8,0.28,0,0
12,0.7424,1,1,8,0.26,0,0
13,0.7576,1,1,8,0.27,0,0
14,0.7727,1,1,8,0.25,0,0
15,0.7879,1,1,8,0.27,0,0
16,0.7879,1,1,8,0.27,0,0
17,0.7727,1,1,8,0.32,0,0
18,0.7576,1,1,8,0.36,0,0
19,0.7424,1,1,8,0.49,0,0
20,0.7424,1,1,8,0.49,0,0
21,0.7121,1,1,8,0.58,0,0
22,0.7121,1,1,8,0.58,0,0
23,0.6818,1,1,8,0.62,0,0
0,0.6818,0,1,9,0.62,0,0
1,0.697,0,1,9,0.74,0,0
2,0.6515,0,1,9,0.7,0,0
3,0.6515,0,1,9,0.7,0,0
4,0.6515,0,1,9,0.7,0,0
5,0.6364,0,1,9,0.79,0,0
6,0.6364,0,1,9,0.79,0,0
7,0.6818,0,1,9,0.58,0,0
8,0.7121,0,1,9,0.58,0,0
9,0.7121,0,1,9,0.58,0,0
10,0.7273,0,1,9,0.55,0,0
11,0.7576,0,1,9,0.55,0,0
12,0.7576,0,1,9,0.55,0,0
13,0.7727,0,1,9,0.52,0,0
14,0.7879,0,1,9,0.44,0,0
15,0.7879,0,1,9,0.44,0,0
16,0.7879,0,1,9,0.49,0,0
17,0.7727,0,1,9,0.52,0,0
18,0.7727,0,1,9,0.52,0,0
19,0.7424,0,1,9,0.62,0,1
20,0.7273,0,1,9,0.67,0,1
21,0.5758,0,1,9,0.89,0,1
22,0.5909,0,1,9,0.89,0,0
23,0.5909,0,1,9,0.89,0,0
0,0.5909,0,1,9,0.89,0,0
1,0.5909,0,1,9,0.89,0,0
2,0.5909,0,1,9,0.89,0,0
3,0.5909,0,1,9,0.89,0,0
4,0.5909,0,1,9,0.89,0,0
5,0.5909,0,1,9,0.89,0,0
6,0.5909,0,1,9,0.89,0,0
7,0.5909,0,1,9,0.94,0,0
8,0.6364,0,1,9,0.89,0,0
9,0.6667,0,1,9,0.84,0,0
10,0.697,0,1,9,0.79,0,0
11,0.697,0,1,9,0.7,0,0
12,0.697,0,1,9,0.7,0,1
13,0.697,0,1,9,0.74,0,1
14,0.697,0,1,9,0.79,0,1
15,0.7121,0,1,9,0.74,0,1
16,0.697,0,1,9,0.7,0,0
17,0.7273,0,1,9,0.66,0,0
18,0.7121,0,1,9,0.74,0,0
19,0.6667,0,1,9,0.84,0,0
20,0.6667,0,1,9,0.84,0,0
21,0.6515,0,1,9,0.7,0,0
22,0.6364,0,1,9,0.83,0,1
23,0.5909,0,1,9,0.89,0,1
0,0.5909,0,1,9,0.94,0,0
1,0.6364,0,1,9,0.89,0,0
2,0.5909,0,1,9,0.89,0,0
3,0.5909,0,1,9,0.89,0,0
4,0.5909,0,1,9,0.89,0,0
5,0.5909,0,1,9,0.89,0,0
6,0.5909,0,1,9,0.94,0,0
7,0.6364,0,1,9,0.85,0,0
8,0.6667,0,1,9,0.84,0,0
9,0.6667,0,1,9,0.84,0,0
10,0.7121,0,1,9,0.74,0,0
11,0.697,0,1,9,0.7,0,0
12,0.7121,0,1,9,0.62,0,0
13,0.7273,0,1,9,0.66,0,0
14,0.697,0,1,9,0.7,0,0
15,0.697,0,1,9,0.7,0,0
16,0.697,0,1,9,0.7,0,0
17,0.697,0,1,9,0.7,0,0
18,0.697,0,1,9,0.66,0,0
19,0.697,0,1,9,0.74,0,0
20,0.6818,0,1,9,0.76,0,0
21,0.6818,0,1,9,0.76,0,0
22,0.6667,0,1,9,0.84,0,0
23,0.6667,0,1,9,0.84,0,0
0,0.6667,1,1,9,0.84,0,0
1,0.6364,1,1,9,0.82,0,0
2,0.6364,1,1,9,0.82,0,0
3,0.5909,1,1,9,0.89,0,0
4,0.5909,1,1,9,0.89,0,0
5,0.5909,1,1,9,0.89,0,0
6,0.6364,1,1,9,0.89,0,0
7,0.6364,1,1,9,0.89,0,0
8,0.6667,1,1,9,0.84,0,0
9,0.697,1,1,9,0.79,0,0
10,0.697,1,1,9,0.74,0,0
11,0.697,1,1,9,0.7,0,0
12,0.7273,1,1,9,0.7,0,0
13,0.7576,1,1,9,0.55,0,0
14,0.7576,1,1,9,0.55,0,0
15,0.7727,1,1,9,0.59,0,0
16,0.7273,1,1,9,0.7,0,0
17,0.7273,1,1,9,0.7,0,0
18,0.7424,1,1,9,0.75,0,0
19,0.7273,1,1,9,0.7,0,0
20,0.697,1,1,9,0.7,0,0
21,0.7121,1,1,9,0.74,0,0
22,0.697,1,1,9,0.7,0,0
23,0.697,1,1,9,0.74,0,0
0,0.697,1,1,9,0.74,0,0
1,0.6667,1,1,9,0.84,0,0
2,0.6667,1,1,9,0.84,0,0
3,0.6667,1,1,9,0.79,0,0
4,0.6667,1,1,9,0.79,0,0
5,0.6667,1,1,9,0.79,0,0
6,0.6667,1,1,9,0.79,0,0
7,0.6667,1,1,9,0.79,0,0
8,0.697,1,1,9,0.74,0,0
9,0.697,1,1,9,0.7,0,0
10,0.7273,1,1,9,0.7,0,0
11,0.7424,1,1,9,0.62,0,0
12,0.7727,1,1,9,0.7,0,0
13,0.7879,1,1,9,0.63,0,0
14,0.7879,1,1,9,0.56,0,0
15,0.7727,1,1,9,0.7,0,0
16,0.7273,1,1,9,0.7,0,0
17,0.7273,1,1,9,0.66,0,0
18,0.7424,1,1,9,0.75,0,0
19,0.697,1,1,9,0.7,0,0
20,0.7121,1,1,9,0.84,0,0
21,0.697,1,1,9,0.79,0,0
22,0.697,1,1,9,0.79,0,0
23,0.6667,1,1,9,0.84,0,0
0,0.6667,1,1,9,0.84,0,0
1,0.6667,1,1,9,0.84,0,0
2,0.697,1,1,9,0.79,0,0
3,0.6667,1,1,9,0.84,0,0
4,0.6667,1,1,9,0.84,0,0
5,0.6667,1,1,9,0.84,0,0
6,0.6667,1,1,9,0.84,0,0
7,0.6667,1,1,9,0.84,0,0
8,0.6667,1,1,9,0.79,0,1
9,0.5909,1,1,9,0.94,0,1
10,0.5909,1,1,9,0.94,0,1
11,0.6667,1,1,9,0.84,0,1
12,0.697,1,1,9,0.79,0,0
13,0.697,1,1,9,0.79,0,0
14,0.7121,1,1,9,0.74,0,0
15,0.697,1,1,9,0.66,0,0
16,0.697,1,1,9,0.7,0,0
17,0.697,1,1,9,0.7,0,0
18,0.6818,1,1,9,0.7,0,0
19,0.6364,1,1,9,0.74,0,0
20,0.6061,1,1,9,0.78,0,0
21,0.5758,1,1,9,0.89,0,0
22,0.5758,1,1,9,0.89,0,0
23,0.5758,1,1,9,0.89,0,0
0,0.5758,1,1,9,0.89,0,0
1,0.5606,1,1,9,0.88,0,0
2,0.5758,1,1,9,0.83,0,0
3,0.5758,1,1,9,0.83,0,0
4,0.5606,1,1,9,0.88,0,0
5,0.5606,1,1,9,0.88,0,0
6,0.5606,1,1,9,0.88,0,0
7,0.5758,1,1,9,0.89,0,0
8,0.6061,1,1,9,0.83,0,0
9,0.6667,1,1,9,0.79,0,0
10,0.697,1,1,9,0.74,0,0
11,0.7121,1,1,9,0.62,0,0
12,0.7424,1,1,9,0.59,0,0
13,0.7727,1,1,9,0.59,0,0
14,0.7727,1,1,9,0.59,0,0
15,0.7576,1,1,9,0.55,0,0
16,0.7576,1,1,9,0.55,0,0
17,0.7424,1,1,9,0.59,0,0
18,0.7121,1,1,9,0.62,0,0
19,0.6818,1,1,9,0.62,0,0
20,0.6818,1,1,9,0.66,0,0
21,0.6667,1,1,9,0.74,0,0
22,0.6667,1,1,9,0.74,0,0
23,0.5909,1,1,9,0.89,0,0
0,0.5909,0,1,9,0.89,0,0
1,0.5909,0,1,9,0.89,0,0
2,0.5909,0,1,9,0.89,0,0
3,0.5909,0,1,9,0.89,0,0
4,0.5909,0,1,9,0.94,0,0
5,0.5909,0,1,9,0.94,0,0
6,0.5909,0,1,9,0.89,0,0
7,0.5909,0,1,9,0.89,0,0
8,0.6667,0,1,9,0.79,0,0
9,0.6667,0,1,9,0.74,0,0
10,0.697,0,1,9,0.7,0,0
11,0.7121,0,1,9,0.62,0,0
12,0.7576,0,1,9,0.55,0,0
13,0.7727,0,1,9,0.52,0,0
14,0.7727,0,1,9,0.52,0,0
15,0.5303,0,1,9,0.88,0,1
16,0.5303,0,1,9,0.88,0,1
17,0.5455,0,1,9,0.83,0,1
18,0.5455,0,1,9,0.83,0,1
19,0.5455,0,1,9,0.88,0,1
20,0.5455,0,1,9,0.88,0,0
21,0.5606,0,1,9,0.83,0,0
22,0.5455,0,1,9,0.78,0,0
23,0.5455,0,1,9,0.73,0,0
0,0.5303,0,1,9,0.73,0,0
1,0.5303,0,1,9,0.73,0,0
2,0.5152,0,1,9,0.77,0,0
3,0.5152,0,1,9,0.73,0,0
4,0.5,0,1,9,0.77,0,0
5,0.5,0,1,9,0.77,0,0
6,0.5,0,1,9,0.77,0,0
7,0.5152,0,1,9,0.73,0,0
8,0.5455,0,1,9,0.68,0,0
9,0.6061,0,1,9,0.61,0,0
10,0.6212,0,1,9,0.57,0,0
11,0.6212,0,1,9,0.47,0,0
12,0.6212,0,1,9,0.47,0,0
13,0.6364,0,1,9,0.39,0,0
14,0.6515,0,1,9,0.3,0,0
15,0.6515,0,1,9,0.32,0,0
16,0.6364,0,1,9,0.36,0,0
17,0.6364,0,1,9,0.37,0,0
18,0.6212,0,1,9,0.36,0,0
19,0.6212,0,1,9,0.36,0,0
20,0.6212,0,1,9,0.41,0,0
21,0.6212,0,1,9,0.46,0,0
22,0.5455,0,1,9,0.49,0,0
23,0.5303,0,1,9,0.52,0,0
0,0.5303,1,1,9,0.52,0,0
1,0.5152,1,1,9,0.6,0,0
2,0.5152,1,1,9,0.6,0,0
3,0.5,1,1,9,0.68,0,0
4,0.5,1,1,9,0.68,0,0
5,0.4848,1,1,9,0.72,0,0
6,0.4848,1,1,9,0.72,0,0
7,0.5,1,1,9,0.68,0,0
8,0.5303,1,1,9,0.6,0,0
9,0.6212,1,1,9,0.53,0,0
10,0.6212,1,1,9,0.5,0,0
11,0.6212,1,1,9,0.43,0,0
12,0.6212,1,1,9,0.44,0,0
13,0.6212,1,1,9,0.38,0,0
14,0.6212,1,1,9,0.36,0,0
15,0.6212,1,1,9,0.31,0,0
16,0.6212,1,1,9,0.34,0,0
17,0.6212,1,1,9,0.34,0,0
18,0.6212,1,1,9,0.35,0,0
19,0.6212,1,1,9,0.38,0,0
20,0.6212,1,1,9,0.4,0,0
21,0.5303,1,1,9,0.49,0,0
22,0.5152,1,1,9,0.52,0,0
23,0.5152,1,1,9,0.52,0,0
0,0.5,1,1,9,0.59,0,0
1,0.4848,1,1,9,0.63,0,0
2,0.4697,1,1,9,0.77,0,0
3,0.4697,1,1,9,0.67,0,0
4,0.4697,1,1,9,0.72,0,0
5,0.4545,1,1,9,0.72,0,0
6,0.4545,1,1,9,0.77,0,0
7,0.4848,1,1,9,0.72,0,0
8,0.5152,1,1,9,0.68,0,0
9,0.6212,1,1,9,0.49,0,0
10,0.6212,1,1,9,0.38,0,0
11,0.6212,1,1,9,0.33,0,0
12,0.6212,1,1,9,0.33,0,0
13,0.6212,1,1,9,0.29,0,0
14,0.6212,1,1,9,0.3,0,0
15,0.6364,1,1,9,0.28,0,0
16,0.6364,1,1,9,0.28,0,0
17,0.6364,1,1,9,0.28,0,0
18,0.6212,1,1,9,0.36,0,0
19,0.6212,1,1,9,0.41,0,0
20,0.5455,1,1,9,0.56,0,0
21,0.5303,1,1,9,0.6,0,0
22,0.5303,1,1,9,0.64,0,0
23,0.5152,1,1,9,0.68,0,0
0,0.5,1,1,9,0.72,0,0
1,0.5,1,1,9,0.72,0,0
2,0.5,1,1,9,0.72,0,0
3,0.4848,1,1,9,0.77,0,0
4,0.4848,1,1,9,0.72,0,0
5,0.4848,1,1,9,0.72,0,0
6,0.4848,1,1,9,0.72,0,0
7,0.5,1,1,9,0.72,0,0
8,0.5303,1,1,9,0.64,0,0
9,0.6061,1,1,9,0.64,0,0
10,0.6061,1,1,9,0.61,0,0
11,0.6212,1,1,9,0.5,0,0
12,0.6364,1,1,9,0.36,0,0
13,0.6364,1,1,9,0.34,0,0
14,0.6364,1,1,9,0.37,0,0
15,0.6515,1,1,9,0.37,0,0
16,0.6515,1,1,9,0.37,0,0
17,0.6364,1,1,9,0.41,0,0
18,0.6212,1,1,9,0.44,0,0
19,0.6212,1,1,9,0.5,0,0
20,0.6212,1,1,9,0.57,0,0
21,0.6061,1,1,9,0.6,0,0
22,0.5303,1,1,9,0.64,0,0
23,0.5303,1,1,9,0.68,0,0
0,0.5303,1,1,9,0.73,0,0
1,0.5152,1,1,9,0.77,0,0
2,0.5152,1,1,9,0.77,0,0
3,0.5,1,1,9,0.83,0,0
4,0.5,1,1,9,0.83,0,0
5,0.5,1,1,9,0.83,0,0
6,0.4848,1,1,9,0.82,0,0
7,0.5152,1,1,9,0.77,0,0
8,0.5303,1,1,9,0.73,0,0
9,0.6061,1,1,9,0.64,0,0
10,0.6212,1,1,9,0.61,0,0
11,0.6212,1,1,9,0.5,0,0
12,0.6364,1,1,9,0.44,0,0
13,0.6364,1,1,9,0.42,0,0
14,0.6515,1,1,9,0.39,0,0
15,0.6515,1,1,9,0.42,0,0
16,0.6515,1,1,9,0.39,0,0
17,0.6515,1,1,9,0.42,0,0
18,0.6364,1,1,9,0.57,0,0
19,0.6061,1,1,9,0.65,0,0
20,0.6061,1,1,9,0.69,0,0
21,0.6061,1,1,9,0.65,0,0
22,0.5909,1,1,9,0.69,0,0
23,0.5455,1,1,9,0.73,0,0
0,0.5303,1,1,9,0.73,0,0
1,0.5303,1,1,9,0.73,0,0
2,0.5303,1,1,9,0.73,0,0
3,0.5152,1,1,9,0.77,0,0
4,0.5152,1,1,9,0.77,0,0
5,0.5152,1,1,9,0.83,0,0
6,0.5152,1,1,9,0.88,0,0
7,0.5303,1,1,9,0.88,0,0
8,0.5758,1,1,9,0.78,0,0
9,0.5909,1,1,9,0.78,0,0
10,0.6364,1,1,9,0.65,0,0
11,0.6364,1,1,9,0.61,0,0
12,0.6515,1,1,9,0.54,0,0
13,0.6515,1,1,9,0.54,0,0
14,0.6515,1,1,9,0.45,0,0
15,0.6667,1,1,9,0.48,0,0
16,0.6667,1,1,9,0.51,0,0
17,0.6667,1,1,9,0.51,0,0
18,0.6515,1,1,9,0.45,0,0
19,0.6364,1,1,9,0.57,0,0
20,0.6212,1,1,9,0.61,0,0
21,0.6061,1,1,9,0.73,0,0
22,0.5758,1,1,9,0.83,0,0
23,0.5909,1,1,9,0.78,0,0
0,0.5606,0,1,9,0.83,0,0
1,0.5909,0,1,9,0.73,0,0
2,0.5455,0,1,9,0.78,0,0
3,0.5909,0,1,9,0.73,0,0
4,0.5909,0,1,9,0.69,0,0
5,0.5455,0,1,9,0.6,0,0
6,0.5152,0,1,9,0.49,0,0
7,0.5152,0,1,9,0.52,0,0
8,0.5303,0,1,9,0.49,0,0
9,0.6212,0,1,9,0.43,0,0
10,0.6212,0,1,9,0.41,0,0
11,0.6212,0,1,9,0.38,0,0
12,0.6212,0,1,9,0.36,0,0
13,0.6364,0,1,9,0.36,0,0
14,0.6364,0,1,9,0.34,0,0
15,0.6364,0,1,9,0.34,0,0
16,0.6212,0,1,9,0.36,0,0
17,0.6212,0,1,9,0.36,0,0
18,0.6212,0,1,9,0.36,0,0
19,0.6212,0,1,9,0.41,0,0
20,0.6212,0,1,9,0.43,0,0
21,0.5303,0,1,9,0.52,0,0
22,0.5303,0,1,9,0.52,0,0
23,0.5152,0,1,9,0.6,0,0
0,0.5152,0,1,9,0.64,0,0
1,0.5152,0,1,9,0.64,0,0
2,0.5,0,1,9,0.63,0,0
3,0.4848,0,1,9,0.68,0,0
4,0.4848,0,1,9,0.72,0,0
5,0.4848,0,1,9,0.72,0,0
6,0.4848,0,1,9,0.72,0,0
7,0.4848,0,1,9,0.77,0,0
8,0.5152,0,1,9,0.64,0,0
9,0.5455,0,1,9,0.6,0,0
10,0.6212,0,1,9,0.5,0,0
11,0.6212,0,1,9,0.47,0,0
12,0.6212,0,1,9,0.44,0,0
13,0.6212,0,1,9,0.41,0,0
14,0.6212,0,1,9,0.39,0,0
15,0.6212,0,1,9,0.41,0,0
16,0.6212,0,1,9,0.44,0,0
17,0.6212,0,1,9,0.41,0,0
18,0.6212,0,1,9,0.5,0,0
19,0.6212,0,1,9,0.5,0,0
20,0.6212,0,1,9,0.53,0,0
21,0.6212,0,1,9,0.56,0,0
22,0.5303,0,1,9,0.68,0,0
23,0.5152,0,1,9,0.68,0,0
0,0.5152,1,1,9,0.68,0,0
1,0.5,1,1,9,0.72,0,0
2,0.5,1,1,9,0.72,0,0
3,0.4848,1,1,9,0.77,0,0
4,0.4848,1,1,9,0.77,0,0
5,0.4697,1,1,9,0.82,0,0
6,0.4697,1,1,9,0.82,0,0
7,0.5,1,1,9,0.77,0,0
8,0.5152,1,1,9,0.77,0,0
9,0.5455,1,1,9,0.68,0,0
10,0.6061,1,1,9,0.65,0,0
11,0.6061,1,1,9,0.69,0,0
12,0.6061,1,1,9,0.69,0,0
13,0.6061,1,1,9,0.65,0,0
14,0.6061,1,1,9,0.65,0,0
15,0.6061,1,1,9,0.65,0,0
16,0.6061,1,1,9,0.69,0,0
17,0.6061,1,1,9,0.65,0,0
18,0.5909,1,1,9,0.73,0,0
19,0.5909,1,1,9,0.73,0,0
20,0.5909,1,1,9,0.73,0,0
21,0.5758,1,1,9,0.83,0,1
22,0.5758,1,1,9,0.83,0,1
23,0.5152,1,1,9,0.94,0,1
0,0.5152,1,1,9,0.94,0,1
1,0.5152,1,1,9,0.94,0,1
2,0.5152,1,1,9,0.94,0,1
3,0.5455,1,1,9,0.94,0,0
4,0.5455,1,1,9,0.94,0,0
5,0.5758,1,1,9,0.89,0,0
6,0.5758,1,1,9,0.89,0,0
7,0.5758,1,1,9,0.89,0,0
8,0.6061,1,1,9,0.83,0,0
9,0.6061,1,1,9,0.83,0,0
10,0.6364,1,1,9,0.79,0,1
11,0.6364,1,1,9,0.79,0,0
12,0.6364,1,1,9,0.83,0,1
13,0.6667,1,1,9,0.74,0,0
14,0.5152,1,1,9,0.94,0,1
15,0.5455,1,1,9,0.88,0,1
16,0.5455,1,1,9,0.88,0,1
17,0.5455,1,1,9,0.88,0,1
18,0.5455,1,1,9,0.88,0,0
19,0.5455,1,1,9,0.88,0,0
20,0.5455,1,1,9,0.88,0,0
21,0.5455,1,1,9,0.88,0,0
22,0.5455,1,1,9,0.83,0,1
23,0.5303,1,1,9,0.83,0,0
0,0.5303,1,1,9,0.68,0,0
1,0.5152,1,1,9,0.68,0,0
2,0.5152,1,1,9,0.64,0,0
3,0.5,1,1,9,0.63,0,0
4,0.5,1,1,9,0.68,0,0
5,0.5,1,1,9,0.68,0,0
6,0.5,1,1,9,0.63,0,0
7,0.5,1,1,9,0.63,0,0
8,0.5,1,1,9,0.59,0,0
9,0.5152,1,1,9,0.6,0,0
10,0.5303,1,1,9,0.52,0,0
11,0.6212,1,1,9,0.43,0,0
12,0.6212,1,1,9,0.43,0,0
13,0.6212,1,1,9,0.4,0,0
14,0.6212,1,1,9,0.38,0,0
15,0.6212,1,1,9,0.35,0,0
16,0.6212,1,1,9,0.35,0,0
17,0.6212,1,1,9,0.38,0,0
18,0.5455,1,1,9,0.4,0,0
19,0.5303,1,1,9,0.43,0,0
20,0.5,1,1,9,0.48,0,0
21,0.4848,1,1,9,0.59,0,0
22,0.4848,1,1,9,0.63,0,0
23,0.4697,1,1,9,0.67,0,0
0,0.4848,1,1,9,0.63,0,0
1,0.4545,1,1,9,0.72,0,0
2,0.4545,1,1,9,0.72,0,0
3,0.4394,1,1,9,0.77,0,0
4,0.4394,1,1,9,0.77,0,0
5,0.4394,1,1,9,0.77,0,0
6,0.4394,1,1,9,0.77,0,0
7,0.4545,1,1,9,0.82,0,0
8,0.4848,1,1,9,0.68,0,0
9,0.5303,1,1,9,0.6,0,0
10,0.5455,1,1,9,0.53,0,0
11,0.6212,1,1,9,0.43,0,0
12,0.6212,1,1,9,0.43,0,0
13,0.6212,1,1,9,0.44,0,0
14,0.6212,1,1,9,0.47,0,0
15,0.6212,1,1,9,0.47,0,0
16,0.6212,1,1,9,0.47,0,0
17,0.6212,1,1,9,0.5,0,0
18,0.6212,1,1,9,0.56,0,0
19,0.5455,1,1,9,0.6,0,0
20,0.5303,1,1,9,0.64,0,0
21,0.5303,1,1,9,0.64,0,0
22,0.5152,1,1,9,0.73,0,0
23,0.5152,1,1,9,0.68,0,0
0,0.5152,1,1,9,0.68,0,0
1,0.5,1,1,9,0.72,0,0
2,0.5,1,1,9,0.72,0,0
3,0.4848,1,1,9,0.77,0,0
4,0.4848,1,1,9,0.77,0,0
5,0.4848,1,1,9,0.82,0,0
6,0.4848,1,1,9,0.77,0,0
7,0.5,1,1,9,0.77,0,0
8,0.5152,1,1,9,0.73,0,0
9,0.5455,1,1,9,0.68,0,0
10,0.6061,1,1,9,0.61,0,0
11,0.6212,1,1,9,0.57,0,0
12,0.6364,1,1,9,0.57,0,0
13,0.6515,1,1,9,0.54,0,0
14,0.6515,1,1,9,0.54,0,0
15,0.6515,1,1,9,0.54,0,0
16,0.6515,1,1,9,0.54,0,0
17,0.6364,1,1,9,0.57,0,0
18,0.6212,1,1,9,0.61,0,0
19,0.6061,1,1,9,0.65,0,0
20,0.6061,1,1,9,0.69,0,0
21,0.5909,1,1,9,0.73,0,0
22,0.5909,1,1,9,0.73,0,0
23,0.5909,1,1,9,0.73,0,0
0,0.5909,0,1,9,0.73,0,0
1,0.5455,0,1,9,0.83,0,0
2,0.5303,0,1,9,0.88,0,0
3,0.5303,0,1,9,0.83,0,0
4,0.5303,0,1,9,0.83,0,0
5,0.5303,0,1,9,0.83,0,0
6,0.5303,0,1,9,0.83,0,0
7,0.5455,0,1,9,0.78,0,0
8,0.5909,0,1,9,0.73,0,0
9,0.6061,0,1,9,0.69,0,0
10,0.6212,0,1,9,0.65,0,0
11,0.6515,0,1,9,0.58,0,0
12,0.6667,0,1,9,0.54,0,0
13,0.6667,0,1,9,0.51,0,0
14,0.6818,0,1,9,0.48,0,0
15,0.6667,0,1,9,0.48,0,0
16,0.6667,0,1,9,0.51,0,0
17,0.6667,0,1,9,0.51,0,0
18,0.6667,0,1,9,0.54,0,0
19,0.6515,0,1,9,0.58,0,0
20,0.6515,0,1,9,0.54,0,0
21,0.6212,0,1,9,0.57,0,0
22,0.6212,0,1,9,0.57,0,0
23,0.6212,0,1,9,0.5,0,0
0,0.6212,0,0,9,0.38,0,0
1,0.5152,0,0,9,0.52,0,0
2,0.5,0,0,9,0.48,0,0
3,0.4697,0,0,9,0.55,0,0
4,0.4545,0,0,9,0.55,0,0
5,0.4545,0,0,9,0.59,0,0
6,0.4394,0,0,9,0.62,0,0
7,0.4545,0,0,9,0.59,0,0
8,0.4697,0,0,9,0.55,0,0
9,0.4848,0,0,9,0.51,0,0
10,0.5152,0,0,9,0.45,0,0
11,0.5303,0,0,9,0.46,0,0
12,0.5303,0,0,9,0.43,0,0
13,0.6212,0,0,9,0.38,0,0
14,0.6212,0,0,9,0.38,0,0
15,0.6212,0,0,9,0.33,0,0
16,0.6212,0,0,9,0.33,0,0
17,0.5303,0,0,9,0.35,0,0
18,0.5152,0,0,9,0.37,0,0
19,0.5,0,0,9,0.42,0,0
20,0.5,0,0,9,0.42,0,0
21,0.5,0,0,9,0.48,0,0
22,0.5,0,0,9,0.48,0,0
23,0.4848,0,0,9,0.59,0,0
0,0.4545,1,0,9,0.63,0,0
1,0.4545,1,0,9,0.67,0,0
2,0.4545,1,0,9,0.63,0,0
3,0.4545,1,0,9,0.63,0,0
4,0.4394,1,0,9,0.67,0,0
5,0.4545,1,0,9,0.63,0,0
6,0.4545,1,0,9,0.59,0,0
7,0.4545,1,0,9,0.67,0,0
8,0.4848,1,0,9,0.55,0,0
9,0.5,1,0,9,0.52,0,0
10,0.5152,1,0,9,0.49,0,0
11,0.5303,1,0,9,0.37,0,0
12,0.5303,1,0,9,0.35,0,0
13,0.6212,1,0,9,0.31,0,0
14,0.6061,1,0,9,0.28,0,0
15,0.6212,1,0,9,0.31,0,0
16,0.5455,1,0,9,0.3,0,0
17,0.5455,1,0,9,0.3,0,0
18,0.5152,1,0,9,0.37,0,0
